date,XLF,XLF.1,XLF.2,XLF.3,XLF.4,XLF.5,XLF.6,XLF.7,XLF.8,XLF.9,XLF.10,XLF.11,XLF.12,XLF.13,XLF.14,XLF.15,XLF.16,XLF.17,XLF.18,XLF.19,XLF.20,XLF.21,XLF.22,XLF.23,XLF.24,XLF.25,XLF.26,XLF.27,XLF.28,XLF.29,XLF.30,XLF.31,XLF.32,XLF.33,XLF.34,JPM,WFC,C,BAC,AXP,AIG,GS,USB,PNC,BLK,COF,AMT,BK,MS,TRV,STT,AFL,ALL,CB,BBT,MMC,AON,SCHW,TROW,CME,WY,STI,AMP,FITB,MHP,IVZ,PGR,L,HIG,MCO,JPM_signal,WFC_signal,C_signal,BAC_signal,AXP_signal,AIG_signal,GS_signal,USB_signal,PNC_signal,BLK_signal,COF_signal,AMT_signal,BK_signal,MS_signal,TRV_signal,STT_signal,AFL_signal,ALL_signal,CB_signal,BBT_signal,MMC_signal,AON_signal,SCHW_signal,TROW_signal,CME_signal,WY_signal,STI_signal,AMP_signal,FITB_signal,MHP_signal,IVZ_signal,PGR_signal,L_signal,HIG_signal,MCO_signal
2012/04/05,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,15.25,43.08,32.59,34.74,9.19,57.33,32.89,116.04,30.61,61.51,199.44,55.17,62.39,23.18,18.13,57.33,43.64,43.52,32,68.66,30.25,31.47,47.69,13.96,63.5,55.77,20.83,23.87,53.62,14.24,47.93,25.28,22.82,39.33,20.62,41.64,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/09,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,42.65,32.29,33.92,8.89,56.4,31.99,115.07,30.28,60.65,196.31,53.78,61.5,22.71,17.73,56.52,42.91,42.37,31.64,68.02,29.6,31.02,47.31,13.8,62.26,55.13,20.37,23.1,52.59,13.94,47.63,24.48,22.56,38.76,19.99,40.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2012/04/10,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,41.74,31.81,32.81,8.5,55.44,31.24,112.65,29.62,59.79,192.3,52.24,60.83,22.49,17.07,56.23,42.11,41.01,31.23,67.35,28.95,30.59,46.54,13.47,60.53,54.64,19.73,22.66,51.39,13.54,46.81,23.76,22.47,38.15,19.4,40.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0
2012/04/11,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,42.76,32.48,33.54,8.82,56.2,31.87,114,30.14,60.49,191.53,53.27,62.28,22.84,17.26,56.64,42.42,41.81,31.5,68.12,29.55,31.02,47.23,13.6,60.48,55.03,19.87,23.06,52,13.89,47.24,24.11,22.34,38.55,19.55,41.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/12,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,43.57,32.87,34.58,9.13,57.27,33.23,118.39,30.6,61.4,195.31,54.18,62.99,23.29,17.96,57.55,43.27,42.95,32.11,69.01,30.13,31.18,47.78,13.95,61.73,55.68,20.4,23.36,52.85,14.11,47.97,24.65,22.31,39.19,20.16,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5
2012/04/13,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,41.99,31.73,33.36,8.64,56.52,32.48,113.18,30.17,59.71,191.53,53.01,62.35,22.49,17.04,56.59,42.3,41.65,31.56,68.17,29.47,31.09,47.74,13.59,60.73,54.65,20.08,22.4,51.31,13.66,47.52,24.01,22.06,38.67,19.75,41.01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/16,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,42.1,32.03,33.95,8.75,57.06,32.81,115.77,30.43,60.55,191.89,52.83,62.9,22.66,17.25,57.6,42.78,41.58,31.72,69.48,29.79,31.36,47.8,13.47,60.86,54.36,20.05,22.65,51.8,13.75,47.24,23.98,22.33,39.01,19.7,40.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
2012/04/17,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,42.66,32.54,35.03,8.88,57.41,32.72,114.92,30.81,61.79,195.41,53.56,63.53,23.16,17.6,58.41,43.63,42.45,32.12,69.68,30.21,32,48.21,13.71,62.15,54.27,20.45,23.13,53.28,13.99,47.96,24.36,22.42,39.67,20.13,42.04,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/18,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,42.06,32.44,35.03,8.88,57.27,32.59,113.41,30.56,62.15,189.79,53.8,63.28,22.46,17.41,57.91,44.01,41.58,32.22,69.16,30.23,31.74,48.13,13.73,61.11,53.91,20.11,22.89,52.11,13.8,48.53,23.81,22.32,39.41,19.66,41.57,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/19,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,42,32,34.8,8.73,56.81,32.27,111.71,30.48,62.95,184.55,53.47,63.03,22.15,17.81,60.08,44.1,41.08,32.05,70.65,30.05,32.03,48.97,13.7,60.44,53.74,20.09,22.56,51.72,13.38,48.2,23.6,22.1,39.31,19.67,40.56,0,2,0,3,1,0,0,0,0,0,0,5,0,1,3,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
2012/04/20,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,41.51,31.89,33.84,8.32,56.69,32.06,110.57,30.55,63.71,184.36,53.39,63.18,22.23,17.23,61.1,44.19,40.43,31.9,70.39,30.52,31.53,49.06,13.74,60.56,52.88,20.32,22.42,51.62,13.59,48.46,23.5,21.11,39.6,19.64,40.94,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2012/04/23,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,41.64,31.59,33.2,8.14,56.56,32.09,109.89,30.47,63.32,181.01,53.62,62.32,22.08,16.74,61.26,43.65,40.18,31.71,69.97,30.58,31.11,49.26,13.54,59.71,52.66,19.39,23.05,51.03,13.45,48.04,23.05,20.99,39.38,19.74,40.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012/04/24,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,42.05,31.95,33.37,8.17,56.87,32.4,112.21,30.87,63.89,182.59,53.9,62.71,22.61,17.15,61.7,44.28,40.8,32.05,70.45,30.88,31.68,49.87,13.57,60.63,52.79,19.87,23.49,50.65,13.59,46.67,23.35,21.15,39.99,19.96,40.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,5,0,0,0
2012/04/25,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,41.94,32.22,33.63,8.22,58.13,32.83,112.08,30.93,64.56,185.33,54.45,63.91,23.01,16.9,62.1,45,43.97,32.52,71.24,31.35,32.11,50.64,13.8,61.83,52.9,20.08,24.07,51.76,13.94,46.92,23.76,21.15,40.39,20.34,41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012/04/26,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,42.56,32.7,33.83,8.23,58.8,33.71,112.65,31.34,65.5,187.12,54.37,64.03,23.19,17.02,63.07,45.4,43.73,33.14,72,31.4,32.39,51.2,14.05,62.05,53.07,20.22,24.23,52.39,14,47.75,24.35,21.13,40.8,20.36,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
2012/04/27,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,42.11,32.63,33.45,8.21,59.37,34.46,112.51,31.67,65.02,186.39,55.58,64.26,23.32,16.76,62.33,45.36,43.88,32.78,71.68,31.53,32.33,51.01,14.02,61.88,51.98,20.19,24.6,52.22,14.02,48.15,24.39,21.24,40.76,20.36,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2012/04/30,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,41.76,32.29,32.99,8.07,59.41,34.03,113.23,31.41,64.62,185.5,55.01,64.74,23.14,17.09,62.63,45.26,43.75,32.56,71.51,30.96,32.58,51.19,13.99,61.78,51.48,19.72,24.09,52.35,13.86,48.1,24.14,21.04,40.88,20.14,40.29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
2012/05/01,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,42.55,32.94,33.55,8.27,60.16,34.34,113.41,31.53,65.61,184.45,55.54,64.59,23.41,17.29,62.9,45.59,44.21,32.62,71.76,31.29,33.45,51.52,13.85,61.58,51.98,19.76,24.23,52.4,14.03,48.33,24.47,21.39,41.23,20.44,39.95,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/02,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,41.98,32.65,32.65,8.12,60.24,34.76,111.88,31.28,65.02,182.79,55.6,65.07,23.39,16.76,63.04,45.2,43.72,32.15,72,31.11,33.23,51.07,13.44,60.91,50.96,19.98,24.12,51.91,14.03,48.25,24.05,21.44,41.02,20.02,39.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/03,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,41.79,32.47,32.44,7.96,60.05,34.14,109.67,31.19,64.57,177.35,55.09,66.19,22.97,16.05,63.05,45.12,43.08,33.44,72.16,30.96,33.45,50.74,13.42,60.18,51.16,19.74,24.11,51.32,14.08,48.18,23.65,21.53,40.89,19.53,38.85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2012/05/04,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,40.57,32.12,31.57,7.71,59.3,32.83,107.18,30.92,63.59,177.36,54.05,65.59,22.57,15.82,62.8,44.25,42.24,33.41,71.82,30.51,33.2,47.82,13.26,59.16,50,19.35,23.56,50.54,13.63,47.64,23.03,21.52,40.52,19.27,38.38,0,0,4,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/07,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,40.6,32.58,31.64,7.92,59.3,31.84,108.21,31.09,64.36,177.99,54.18,66.39,22.6,15.97,62.89,44.33,42.49,33.47,72.69,30.8,33.25,47.51,13.25,58.97,49.45,19.58,23.8,50.61,14.02,47.56,22.96,21.7,40.47,19.28,38.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,4,0,0
2012/05/08,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,14.81,40.21,32.24,31.29,7.75,59.1,31.7,107.55,30.83,64.2,176.55,53.61,66.88,22.38,15.66,62.7,43.81,42.34,33.89,71.99,30.57,33.1,47.42,13.08,58.72,49.76,19.24,23.45,50.06,13.84,46.66,22.76,21.75,40.66,19.31,38.13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0
2012/05/09,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,39.49,31.73,30.42,7.7,58.67,31.83,105.5,30.73,62.97,174.55,53.07,66.14,21.71,15.32,62.24,42.76,41.55,33.52,71.33,30.18,32.49,47.52,12.94,58.46,50.36,19.58,22.9,49.18,13.63,46.2,22.57,21.68,40.51,19.33,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/10,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,39.59,32.28,30.62,7.67,58.63,32.14,104.55,31.16,63.85,173.98,53.85,66.67,21.75,15.42,62.94,42.99,41.86,33.8,72.11,30.7,32.44,47.59,12.83,58.59,50.69,19.52,23.4,49.36,13.82,46.37,22.1,21.76,40.75,19.36,37.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/11,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,35.91,32.39,29.32,7.52,58.85,31.75,100.43,31.45,63.8,174.06,53.91,66.75,21.61,14.78,62.92,42.67,42.12,34.03,71.85,30.68,32.19,47.58,12.9,58.85,50.93,19.58,23.51,49.05,13.71,46.27,22.59,21.72,40.39,19.34,37.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/14,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,34.78,31.52,28.11,7.32,57.65,31.3,98.11,30.82,62.61,170.89,51.86,66.34,20.94,14.14,62.78,41.56,41.83,33.61,71.7,30.09,31.66,47.27,12.71,58.22,50.38,18.96,22.83,48.27,13.41,45.56,21.92,21.7,39.86,18.71,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/15,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,35.21,31.35,27.76,7.27,57.17,30.96,98.21,30.56,61.77,171.24,50.84,66.9,20.67,13.98,62.46,41.89,41.67,33.2,71.58,29.71,31.74,47.14,12.67,58.14,50.07,18.89,22.59,47.8,13.23,45.41,21.85,21.58,39.47,18.52,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/16,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,34.46,31.09,26.89,7.08,56.63,30.45,96.57,30.33,60.92,169.51,49.92,65.96,20.36,13.39,61.94,40.93,40.73,32.66,71.42,29.61,31.5,46.12,12.55,57.9,49.73,18.68,22.55,46.51,13.2,44.9,21.6,21.09,38.87,17.9,36.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/17,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,32.97,30.58,26.38,6.95,54.91,28.47,95.46,29.93,60.06,168.45,49.42,63.97,19.96,13.31,61.05,40.64,38.98,32.2,69.84,29.1,31.13,45.6,12.37,56.77,49.12,18.24,22,45.88,12.95,43.64,21.16,21.08,38.49,16.95,35.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/18,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,13.52,32.54,30.09,25.98,6.99,54.67,28.33,93.9,29.56,59.76,166.45,48.76,63.59,19.8,13.2,60.54,40.25,38.24,32,69.29,28.68,30.8,45.16,12.14,55.68,49.97,18.31,21.55,45.11,13.01,43.55,20.69,21.05,38.08,16.73,35.16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/21,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,31.59,30.54,26.22,6.8,55.58,29.44,94.9,30,60.67,162.41,49.5,64.67,19.93,13.04,61.05,40.78,38.89,32.43,69.72,29,31.08,45.72,12.46,56.91,51.12,18.79,22.13,46.17,13.04,43.72,21.03,21.04,38.72,16.85,35.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/22,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,33.05,30.8,26.89,6.95,55.6,29.33,95.91,30.27,60.43,158.19,49.91,64.23,19.95,13.16,61.17,40.58,39.26,32.08,69.82,29.09,31.3,45.78,12.53,56.86,49.82,19,22.35,45.98,13.1,44.01,20.92,20.99,38.96,16.76,35.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/23,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,33.29,30.87,27.12,7.14,55.23,29.26,96.41,30.36,60.32,162.18,49.96,64.34,20.06,13.22,61.46,41.03,39,32.33,70.13,29.13,31.44,46.26,12.41,56.37,49.1,19.25,22.67,45.99,13.24,43.91,21.18,21.16,38.98,16.92,36.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/24,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,33.01,30.94,26.63,7.11,55.59,29.41,95.25,30.4,60.61,165.03,51.33,65,20.28,13.16,61.53,40.87,38.84,32.66,70.56,29.24,31.62,46.79,12.43,56.83,49.61,19.43,22.49,46.56,13.22,44.04,21.15,21.24,39.13,16.9,36.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/25,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,32.55,30.98,26.44,7.12,55.07,28.99,95.09,30.2,60.5,165.92,50.74,64.91,20.19,13.1,60.95,40.91,38.39,32.8,70.22,29.41,31.46,46.83,12.6,55.98,50.85,19.29,22.31,46.44,13.17,43.82,21.09,21.34,38.98,16.98,36.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2012/05/29,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,32.68,31.36,26.99,7.41,55.81,29.78,96.69,30.47,61.19,169.06,51.49,65.46,20.68,13.49,61.23,41.69,39.4,33.46,70.76,29.61,31.61,46.9,12.79,57.07,51.09,19.82,22.54,47.04,13.17,43.73,21.5,21.52,39.42,17.38,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
