date,XLF,XLF.1,XLF.2,XLF.3,XLF.4,XLF.5,XLF.6,XLF.7,XLF.8,XLF.9,XLF.10,XLF.11,XLF.12,XLF.13,XLF.14,XLF.15,XLF.16,XLF.17,XLF.18,XLF.19,XLF.20,XLF.21,XLF.22,XLF.23,XLF.24,XLF.25,XLF.26,XLF.27,XLF.28,XLF.29,XLF.30,XLF.31,XLF.32,XLF.33,XLF.34,JPM,WFC,C,BAC,AXP,AIG,GS,USB,PNC,BLK,COF,AMT,BK,MS,TRV,STT,AFL,ALL,CB,BBT,MMC,AON,SCHW,TROW,CME,WY,STI,AMP,FITB,MHP,IVZ,PGR,L,HIG,MCO,JPM_signal,WFC_signal,C_signal,BAC_signal,AXP_signal,AIG_signal,GS_signal,USB_signal,PNC_signal,BLK_signal,COF_signal,AMT_signal,BK_signal,MS_signal,TRV_signal,STT_signal,AFL_signal,ALL_signal,CB_signal,BBT_signal,MMC_signal,AON_signal,SCHW_signal,TROW_signal,CME_signal,WY_signal,STI_signal,AMP_signal,FITB_signal,MHP_signal,IVZ_signal,PGR_signal,L_signal,HIG_signal,MCO_signal
2012/05/30,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,32.03,30.83,25.97,7.18,54.72,28.89,93.48,30.03,59.78,165.35,50.59,64.35,19.95,12.94,60.26,40.77,38.82,33.12,69.6,29.15,31.05,45.8,12.32,56.13,50.51,19.28,22.04,46.58,12.89,43.12,21.1,21.32,38.59,16.69,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/05/31,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,32.21,31.17,26.48,7.33,55.09,29.18,94.56,30.38,59.85,165.38,50.98,64.05,19.92,13.21,60.85,40.36,39.23,33.37,70.53,29.2,31.15,45.95,12.26,56.36,49.89,19.43,22.79,46.58,13.01,42.68,21.3,21.46,38.71,16.58,36.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/01,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,13.24,31.03,29.33,25.36,7,52.72,27.21,91.53,28.9,56.58,161.28,48.03,62.34,19.23,12.59,58.99,39.05,37.83,32.52,68.5,27.4,30.72,44.58,11.91,54.03,49.78,18.65,21.74,44.52,12.2,42.07,20.42,21.01,38.18,15.95,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/04,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,30.12,29.22,24.79,6.88,52.8,27.53,89.91,28.11,55.38,159.76,48.31,62.28,19.09,12.22,58.79,38.7,37.64,32.46,68.15,26.71,30.73,44.81,11.64,54.04,50.51,18.67,20.98,44.18,11.78,42.18,20.36,20.84,38.13,15.87,34.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/05,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,31.08,29.68,25.72,7.08,53.26,28.65,91.11,28.53,55.76,162.48,49.89,63.27,19.22,12.72,59.2,39.03,38.07,32.59,68.59,26.91,31,44.97,11.95,54.39,51.94,18.9,21.04,45.26,11.92,42.29,21.09,20.89,38.32,16.06,35.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/06,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,13.72,32.13,30.12,27.11,7.62,54.65,29.9,93.83,29,57.2,166.66,50.23,64.95,19.83,13.78,60.48,40.27,39.67,33.52,69.89,27.44,31.63,46.58,12.22,56.47,52.64,19.62,21.59,47.01,12.34,42.92,21.99,21.72,39.35,16.91,36.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/07,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,31.88,30.32,26.88,7.4,54.51,30.15,92.88,28.88,57.13,168.19,50.78,64.5,20.06,13.26,60.74,40.98,40.03,33.5,69.51,27.58,31.32,46.05,12.06,57.06,52.09,19.71,21.65,46.91,12.41,43.09,22.01,21.62,39.38,17.04,36.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/08,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,32.73,30.57,27.74,7.54,55.12,30.48,93.41,29.39,57.83,169.94,52.19,65.45,20.06,13.56,60.97,41.29,39.78,33.74,70.01,28.03,31.15,46.23,12.11,57.55,53.04,19.95,22.05,47.17,12.6,42.82,22.35,21.63,39.69,16.92,35.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/11,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,31.89,30.14,26.45,7.26,54.37,29.54,91.69,29.17,56.68,168.02,51.39,64.8,19.75,13.22,60.4,41.9,39.15,33.33,69.18,27.52,30.7,45.54,11.95,56.89,53.37,19.69,21.49,46.24,12.38,42.17,21.89,21.12,39.34,16.45,35.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/12,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,32.81,30.44,27.59,7.47,55.73,30.19,92.92,29.91,56.03,169.07,52.68,65.54,20.23,13.77,60.77,42.52,39.78,33.82,69.53,28.03,31.28,46.2,12.05,57.99,53.76,20.22,21.56,46.97,12.53,42.73,21.51,21.43,39.49,16.75,35.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/13,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,13.78,33.33,30.71,27.64,7.48,54.37,30.3,91.61,29.84,56.33,167.99,51.68,65.37,20.14,13.5,60.49,42.42,39.43,33.49,68.91,27.85,30.84,45.7,11.95,57.73,53.06,19.87,21.87,45.91,12.45,41.94,21.21,20.48,39.05,16.52,34.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/14,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,33.67,31.15,27.88,7.64,54.32,31.03,92.7,30.28,56.42,168.74,52.61,66.34,20.45,13.77,61.93,42.4,40.75,33.86,69.81,28.39,31.03,45.88,12.16,58.83,53.3,20.08,22,46.58,12.7,41.82,21.46,20.51,39.53,16.64,34.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/15,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,34.04,31.56,28.28,7.88,55.53,31.48,94.52,30.84,57.5,172.69,53.4,66.89,20.63,14.14,62.21,42.94,41.09,33.58,69.99,28.82,30.95,46.45,12.47,59.85,54.28,20.29,22.3,48.35,12.84,41.82,21.57,20.49,40.28,16.76,35.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/18,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,33.64,31.57,27.52,7.74,55.11,31.51,92.51,30.78,56.57,169.49,53.7,67.74,20.49,13.66,61.88,42.71,40.49,33.41,69.8,29.04,30.39,46.3,12.38,59.7,55.12,20.44,22.38,48.26,12.62,42.34,21.34,20.52,40.52,16.44,35.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/19,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,34.38,32.05,28.47,8.08,56.19,31.94,95.22,31.01,58.01,172.06,54.63,68.1,20.98,14.1,62.25,43.5,41.34,33.87,70.54,29.25,30.48,46.56,12.5,60.73,54.67,20.79,23.14,49.28,12.79,42.96,21.9,20.74,40.68,17.02,36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/20,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,35.42,31.91,28.83,8.11,56.68,32.05,95.4,30.97,58.33,171.65,54.02,67.59,20.88,14.04,62.65,42.99,41.49,34.1,70.91,29.26,30.57,46.45,12.53,60.9,54.14,20.73,23.29,49.71,12.78,42.82,21.74,20.79,40.72,17.11,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/21,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,34.5,31.45,27.8,7.8,55.57,31.04,92.78,30.49,57.14,167.04,52.63,66.27,20.41,13.8,61.4,42.25,40.2,33.43,69.78,28.96,30,45.54,12.06,58.55,53.04,20.25,22.48,48.24,12.7,42.08,21.07,20.35,39.66,16.51,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/22,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,34.97,31.91,27.96,7.91,56.04,31.44,92.51,30.97,57.63,168.07,52.53,66.99,20.74,13.98,62.15,43,40.24,33.51,70.21,29.37,30.41,45.64,12.17,59.81,53.18,20.19,22.89,49.39,12.93,42.46,21.27,20.35,39.89,16.77,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/25,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,34.32,31.33,26.72,7.58,55.31,30.63,90.13,30.43,57.06,163.1,51.79,66.5,20.3,13.33,60.98,41.62,38.83,32.88,68.99,28.61,30.08,44.88,11.88,58.49,52.18,19.73,22,48.05,12.39,41.72,20.74,20.14,39.14,16.11,33.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/26,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,34.7,31.44,26.7,7.6,55.37,30.8,89.94,30.57,57.35,164.35,52.74,67.67,20.4,13.36,60.98,41.62,39.37,33.1,68.97,28.45,30.16,44.98,12.02,58.81,52.58,19.93,22.6,48.39,12.54,42.38,21.04,20.19,39.16,16.29,34.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/27,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,35.74,31.83,27.07,7.75,56.13,30.82,92.16,30.88,58.07,162.58,52.77,68.74,20.68,13.75,61.64,42.1,39.88,33.64,69.61,28.89,30.33,45.54,12.2,59.72,51.73,20.7,23.05,49.28,12.73,43.18,21.17,20.51,39.67,16.7,35.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/28,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,34.86,31.59,26.36,7.72,55.94,30.84,92.37,30.89,57.99,162.29,53.06,69,20.58,13.71,61.66,42.51,40.13,33.57,70.38,29.18,30.7,45.18,12.34,59.8,51.66,21.13,23.17,49.37,12.76,42.89,21.36,20.36,39.96,16.72,35.13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/29,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,34.72,32.52,27.38,8.15,57.44,32.09,94.72,31.6,59.54,165.94,54.25,69.23,21.48,14.43,62.64,43.96,41.69,34.5,71.67,29.81,31.39,46.23,12.73,61.98,52.36,21.82,24.09,50.79,13.14,44.28,22.13,20.57,40.72,17.38,36.12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/02,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,35.25,32.63,27.43,8.02,58.27,31.84,95.97,31.87,59.91,165.75,54.34,70.81,21.7,14.77,62.71,44.04,41.92,34.63,71.91,30.06,31.62,46.8,12.73,62.05,52.97,21.8,24.55,50.53,13.23,44.45,22.09,20.43,40.82,17.2,36.14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/03,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,35.15,32.56,27.62,8.03,58.82,32.39,97.42,32.01,60.55,169.87,54.68,70.74,21.87,14.94,62.92,44.23,42.45,34.73,72.39,30.3,31.55,47.16,12.82,62.14,52.71,22.12,24.53,50.87,13.23,44.96,22.41,20.49,41.15,17.53,36.77,0,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/05,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,33.68,32.22,26.81,7.8,58.66,31.97,94.77,31.73,59.53,167.83,54.12,70.53,21.49,14.35,62.75,44.12,42.04,34.32,72.21,30.05,31.83,47.5,12.62,61.45,51.79,21.79,24.27,49.99,13.16,45.24,21.8,20.35,40.4,17.01,36.27,0,0,0,0,5,0,0,0,0,0,5,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2012/07/06,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,33.21,32.14,26.33,7.64,58.05,31.57,94.33,31.45,59.15,167.37,53.61,70.1,21.32,13.98,62.07,43.37,41.73,34.21,71.09,30.1,31.81,46.72,12.44,60.86,51.46,21.75,24.08,49.53,13.12,44.48,21.68,20.33,40.31,16.76,36.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2012/07/09,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,33.27,32.35,26.08,7.54,57.83,30.95,93.34,31.47,58.7,167.93,53.82,71.12,21.11,13.77,61.88,43.01,41.66,33.85,70.89,30,31.8,46.45,12.3,60.78,51.18,21.92,23.72,48.98,13.05,44.06,21.43,20.3,40.02,16.58,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/10,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,33.56,32.06,25.85,7.46,57.81,30.97,93.12,31.34,58.13,169.54,53.14,69.22,20.87,13.56,62.02,42.52,41.4,33.67,70.51,29.83,31.44,46.17,12.21,59.38,50.57,21.62,23.57,48.82,12.85,43.98,21.57,20.29,39.77,16.45,36.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/11,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,33.89,32.36,25.84,7.61,57.5,30.83,93.99,31.72,59.84,171.13,53.63,69.52,20.85,13.65,61.35,42.54,42.05,33.52,69.71,30.15,31.43,46.58,12.37,59.98,50.69,22.16,24.07,49.03,13.15,43.94,21.73,20.3,40.17,16.46,36.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2012/07/12,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,33.35,31.95,25.25,7.46,56.37,30.47,92.9,31.45,58.8,168.53,52.96,70.4,20.59,13.4,61.07,42.15,41.54,33.09,69.5,29.94,31.27,46.57,12.19,59.43,50.92,22.23,23.6,48.22,13.08,43.82,21.42,19.29,39.91,16.12,35.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,5,0,0,0,5
2012/07/13,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,14.51,35.34,32.98,26.62,7.8,57.36,31.44,96.27,32.13,60.25,171.76,54.01,71.45,21.3,13.89,61.94,43.44,42.68,33.3,70.68,30.64,31.73,47.07,12.49,61.81,51.4,22.8,24.61,49.68,13.42,45.47,22.18,19.73,40.71,16.64,36.24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
2012/07/16,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,34.38,33.08,26.78,7.79,58.06,31.28,96.51,32.21,59.94,171.28,54.67,71.58,21.29,14.09,61.37,43.47,42.29,33.07,69.99,30.59,31.61,46.84,12.47,60.89,51.25,23.08,24.73,49.16,13.38,45.74,21.65,19.63,40.5,16.31,35.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012/07/17,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,14.56,34.28,33.18,27.35,7.9,58.1,32.29,96.81,32.38,60.41,172.12,55.41,72.32,21.25,14.18,62.12,40.7,42.69,33.44,70.71,31.01,31.86,47.12,12.8,61.12,51.4,22.91,24.79,49.82,13.65,46.46,21.67,19.74,40.53,16.6,35.93,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/18,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,34.25,33.03,27.07,7.51,57.71,31.84,95.36,32.9,59.84,171.05,54.47,69.42,21.22,13.83,62.79,40.98,42.97,33.66,71.11,30.75,31.97,47.26,12.79,61.97,51.51,22.75,24.6,50.69,13.5,46.9,21.86,19.78,40.83,16.64,36.31,0,0,0,3,0,0,0,3,0,3,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/07/19,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,33.76,33.21,26.56,7.24,55.67,31.76,93.87,33.21,60.14,172.1,55.94,69.84,20.83,13.1,62.49,40.91,43.11,34.13,70.52,31.12,32.17,46.83,12.73,61.73,50.89,22.51,24.1,50.45,13.53,46.72,21.88,19.84,40.8,16.62,36.55,0,2,0,0,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
2012/07/20,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,33.21,32.88,25.84,7.05,55.26,31.03,93.04,33.01,58.01,169.35,55.46,70.23,20.32,12.64,61.53,39.47,42.36,33.83,69.48,30.81,31.75,46.43,12.29,60.51,50.19,22.5,23.39,48.89,13.37,46.23,21.09,19.77,40.36,16.04,35.88,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0
